,entity_name,original_entity_types,search_term_used,umls_matched_name,matched_cui,matched_semantic_types,matched_semantic_type_names,PMID,relation,entity_side
1245,lysosome stabilizing,drug,lysosome stabilizing,lysosomal protein stabilization,C1152621,['T044'],['Molecular Function'],36409725,indication,1
1246,lysosome tubulation,phenotype,lysosome tubulation,,,[],[],36861884,disease_phenotype_negative,2
1247,lysosome-associated membrane protein 1,,lysosome-associated membrane protein 1,LAMP1 gene,C1416788,['T028'],['Gene or Genome'],,,
1248,lysosome-dependent cell death,phenotype,lysosome-dependent cell death,,,[],[],36409725,drug_effect,2
1249,lysosomes,cellular_component,lysosomes,Lysosomes,C0024369,['T026'],['Cell Component'],34830064|34879185|35554935|35695805|36325261|36431844|36861884|38254990|40737317,bioprocess_cellcompt|cellcomp_cellcomp|cellcomp_protein|drug_effect|exposure_cellcomp|phenotype_cellcomp,1|2
1250,lysosphingolipids,phenotype,lysosphingolipids,Lysosphingolipids,C1451163,['T109'],['Organic Chemical'],39628618,disease_phenotype_positive,2
1251,lysosphingomyelin-509,phenotype,lysosphingomyelin-509,,,[],[],36279795,disease_phenotype_positive,2
1252,m1 polarization,,m1 polarization,,,[],[],,,
1253,macrophage efferocytosis,biological_process,macrophage efferocytosis,,,[],[],39547438,phenotype_protein,2
1254,maintain ci-mpr normal level,,maintain ci-mpr normal level,,,[],[],,,
1255,maintain normal lipid metabolism,biological_process,maintain normal lipid metabolism,,,[],[],36182715,drug_bioprocess,2
1256,malt1 loss-of-function phenotypes,,malt1 loss-of-function phenotypes,,,[],[],,,
1257,mannose-6- phosphate,molecular_function,mannose-6- phosphate,mannose-6-phosphate,C0065688,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",37890669,molfunc_protein,1
1258,mannose-6- phosphate modification,biological_process,mannose-6- phosphate modification,,,[],[],37890669,bioprocess_protein,2
1259,mannose-6-phosphate,drug,mannose-6-phosphate,mannose-6-phosphate,C0065688,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",36265126,drug_bioprocess|drug_drug,1
1260,massive accumulation of cholesterol within cells,phenotype,massive accumulation of cholesterol within cells,,,[],[],37602789,disease_phenotype_positive,2
1261,massive increase in autophagosomes,phenotype,massive increase in autophagosomes,,,[],[],34720883,phenotype_protein,1
1262,maturational timing,phenotype,maturational timing,Mature wine glasses per W:Num:Pt:^Patient:Qn,C5939299,['T201'],['Clinical Attribute'],35245460,exposure_phenotype,2
1263,mature lymphocyte depletion,phenotype,mature lymphocyte depletion,,,[],[],37369603,phenotype_phenotype,1
1264,mature neuronal cells,anatomy,mature neuronal cells,,,[],[],34377675,pathology_anatomy_present,2
1265,mature oligodendrocytes,anatomy,mature oligodendrocytes,OLMALINC gene,C3470628,['T028'],['Gene or Genome'],36455410,drug_effect,2
1266,mcf-7 cell proliferation,,mcf-7 cell proliferation,,,[],[],,,
1267,mcf7,,mcf7,MCF-7 Cells,C0596890,['T025'],['Cell'],,,
1268,medial golgi,,medial golgi,Medial Golgi,C1513046,['T026'],['Cell Component'],,,
1269,medial temporal lobe atrophy,,medial temporal lobe atrophy,,,[],[],,,
1270,medications,drug,medications,Medications,C4284232,['T121'],['Pharmacologic Substance'],36325261,drug_effect,1
1271,membranous cytoplasmic bodies,pathology,membranous cytoplasmic bodies,"Cytoplasmic bodies, 80 nm to 100 nm, with electron-dense membrane, within keratinocytes of perilesional skin",C3550956,['T033'],['Finding'],34377675,pathology_anatomy_present,1
1272,memory loss,phenotype,memory loss,Memory Loss,C0751295,['T184'],['Sign or Symptom'],37210540,disease_phenotype_positive,2
1273,menstrual blood-derived endometrial stem cells,,menstrual blood-derived endometrial stem cells,,,[],[],,,
1274,mesenchymal stromal cell-derived extracellular vesicles,,mesenchymal stromal cell-derived extracellular vesicles,,,[],[],,,
1275,metabolic alterations,phenotype,metabolic alterations,Tryptophan Metabolism Alterations,C0041254,['T046'],['Pathologic Function'],39452896,disease_phenotype_positive,2
1276,metabolic changes,phenotype,metabolic changes,Metabolic changes,C4718639,['T033'],['Finding'],39706535,pathology_phenotype,2
1277,metabolic collapse,phenotype,metabolic collapse,,,[],[],38821960,pathology_phenotype,2
1278,metabolic disorder,phenotype,metabolic disorder,Metabolic Diseases,C0025517,['T047'],['Disease or Syndrome'],37458497,disease_phenotype_positive,2
1279,metabolic disorders,phenotype,metabolic disorders,Metabolic Diseases,C0025517,['T047'],['Disease or Syndrome'],34303826,disease_phenotype_positive|phenotype_phenotype,1|2
1280,metabolic irregularities,phenotype,metabolic irregularities,,,[],[],39452896,disease_phenotype_positive,2
1281,metabolic phenotype,phenotype,metabolic phenotype,Drug Metabolism Phenotype,C5984858,['T032'],['Organism Attribute'],39706535,drug_effect,2
1282,metabolite characteristics,phenotype,metabolite characteristics,,,[],[],39452896,disease_phenotype_positive,2
1283,metabolize cholesterol overload,biological_process,metabolize cholesterol overload,,,[],[],37429811,exposure_bioprocess,2
1284,mgats,,mgats,MGAT1 gene,C1417133,['T028'],['Gene or Genome'],,,
1285,mglur-ltd,,mglur-ltd,,,[],[],,,
1286,mglur5,,mglur5,GRM5 gene,C1333712,['T028'],['Gene or Genome'],,,
1287,mglur5 alterations,,mglur5 alterations,,,[],[],,,
1288,mglur5 at plasma membrane,,mglur5 at plasma membrane,,,[],[],,,
1289,mglur5 distribution,,mglur5 distribution,,,[],[],,,
1290,microcephaly features,phenotype,microcephaly features,ZAKI SYNDROME,C5562037,['T047'],['Disease or Syndrome'],38549495,phenotype_phenotype,2
1291,microglia,anatomy,microglia,Microglia,C0206116,['T025'],['Cell'],34851695|37454976,anatomy_disease|anatomy_protein_present,1
1292,microglia ameboid form,phenotype,microglia ameboid form,,,[],[],39366931,disease_phenotype_positive|phenotype_protein,2
1293,microglia gastrosome expansion,phenotype | protein/gene,microglia gastrosome expansion,,,[],[],39366931,disease_phenotype_positive|phenotype_protein,2
1294,microglia-directed immunotherapeutic,,microglia-directed immunotherapeutic,,,[],[],,,
1295,microglial function,biological_process,microglial function,,,[],[],39173891,bioprocess_protein|drug_effect,1|2
1296,microglial homeostasis,phenotype,microglial homeostasis,,,[],[],34851695,phenotype_protein,1
1297,microglial hyperactivity,,microglial hyperactivity,,,[],[],,,
1298,microgliosis,phenotype,microgliosis,Microgliosis,C3686874,['T046'],['Pathologic Function'],34720883|34944681|36322609,disease_phenotype_positive|phenotype_protein,1|2
1299,microtubule motor protein,molecular_function,microtubule motor protein,"klp9 protein, S pombe",C5565485,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",36861884,molfunc_protein,1
1300,mild neutrophilia.,phenotype,mild neutrophilia.,,,[],[],35007562,phenotype_protein,1
1301,"mild, intermediate, and severe clinical forms",phenotype,"mild, intermediate, and severe clinical forms",,,[],[],38131230,phenotype_phenotype,2
1302,mildly delayed myelination,phenotype,mildly delayed myelination,,,[],[],35016719,disease_phenotype_positive,2
1303,misfolded protein,phenotype,misfolded protein,misfolded protein binding,C1655235,['T044'],['Molecular Function'],40215728,phenotype_protein,1|2
1304,mislocalization of lysosomes,,mislocalization of lysosomes,,,[],[],,,
1305,missense change,phenotype,missense change,,,[],[],35192242,phenotype_protein,1
1306,missing adhesio interthalamica,phenotype,missing adhesio interthalamica,,,[],[],37612148,disease_phenotype_positive,2
1307,mitigate dna damage,,mitigate dna damage,,,[],[],,,
1308,mitigate the activation of glial cells,phenotype,mitigate the activation of glial cells,,,[],[],40877976,drug_effect,2
1309,mitochondria,cellular_component,mitochondria,Mitochondria,C0026237,['T026'],['Cell Component'],38302739,cellcomp_bioprocess,1
1310,mitochondrial ca2+ cytotoxicity,,mitochondrial ca2+ cytotoxicity,,,[],[],,,
1311,mitochondrial cholesterol accumulation,pathology | phenotype,mitochondrial cholesterol accumulation,,,[],[],34175669|39706535,pathology_phenotype|phenotype_protein,1|2
1312,mitochondrial cytotoxicity,phenotype,mitochondrial cytotoxicity,,,[],[],34580197,disease_phenotype_positive,2
1313,mitochondrial damage,,mitochondrial damage,Mitochondrial toxicity,C1096176,['T046'],['Pathologic Function'],,,
1314,mitochondrial dysfunction,phenotype,mitochondrial dysfunction,Mitochondrial Dysfunction,C4021734,['T047'],['Disease or Syndrome'],34592985|35159316|37047194|38550777|38821960|40243519,disease_disease|disease_phenotype_positive|drug_effect|phenotype_protein,1|2
1315,mitochondrial dyshomeostasis,phenotype,mitochondrial dyshomeostasis,,,[],[],39202426,disease_phenotype_positive,2
1316,mitochondrial function,biological_process | phenotype,mitochondrial function,mitochondrial proliferation function,C5574978,['T043'],['Cell Function'],36447062|36722045|39747180,bioprocess_protein|phenotype_protein,1
1317,mitochondrial functions,biological_process,mitochondrial functions,mitochondrial proliferation function,C5574978,['T043'],['Cell Function'],38550777,bioprocess_protein,2
1318,mitochondrial insufficiency,phenotype,mitochondrial insufficiency,,,[],[],38302739,disease_phenotype_positive,2
1319,mitochondrial metabolism,biological_process,mitochondrial metabolism,Mitochondrial metabolism defect,C3874952,['T047'],['Disease or Syndrome'],39706535,bioprocess_protein|drug_bioprocess,1|2
1320,mitochondrial oxidative stress,,mitochondrial oxidative stress,Mitochondrial oxidative stress,C4540229,['T033'],['Finding'],,,
1321,mitochondrial-lysosomal contacts,cellular_component,mitochondrial-lysosomal contacts,,,[],[],39747180,cellcomp_protein,1
1322,mitocondrial differentially expressed proteins,protein/gene,mitocondrial differentially expressed proteins,,,[],[],34440927,cellcomp_protein|phenotype_protein,2
1323,mitophagy pathway,pathway,mitophagy pathway,,,[],[],37958627,disease_pathway,2
1324,mld and ctd,,mld and ctd,,,[],[],,,
1325,mo56-hydroxycholesterol,GRAS/Excipient/prodrug,mo56-hydroxycholesterol,,,[],[],39207850,exposure_protein,1
1326,mood disorder,disease,mood disorder,Mood Disorders,C0525045,['T048'],['Mental or Behavioral Dysfunction'],41277897,disease_disease,2
1327,mood symptoms,phenotype,mood symptoms,mood symptoms,C2232697,['T184'],['Sign or Symptom'],38581830,disease_phenotype_positive,2
1328,mood-stabilizing,phenotype,mood-stabilizing,mood stabilizing drug,C1276998,['T121'],['Pharmacologic Substance'],39607035,drug_effect,2
1329,more severe npc1 phenotype,,more severe npc1 phenotype,,,[],[],,,
1330,morphological changes in microglia,,morphological changes in microglia,,,[],[],,,
1331,morphological defects,phenotype,morphological defects,Congenital septal defect of heart,C0018816,['T019'],['Congenital Abnormality'],39340823,disease_phenotype_positive,2
1332,motor decline,phenotype,motor decline,,,[],[],40306479,disease_phenotype_positive,2
1333,motor deficits,phenotype,motor deficits,Motor dysfunction,C5979810,['T033'],['Finding'],38131307|40436106,disease_phenotype_positive|phenotype_protein,1|2
1334,motor disorders,phenotype,motor disorders,Motor Disorders,C0221163,['T047'],['Disease or Syndrome'],38087834,disease_phenotype_positive,2
1335,motor dysfunction,phenotype,motor dysfunction,Motor dysfunction,C5979810,['T033'],['Finding'],38253667,disease_phenotype_positive,2
1336,motor impairment,phenotype,motor impairment,Motor impairment,C5436522,['T033'],['Finding'],37740198,disease_phenotype_positive,2
1337,motor impairments,phenotype,motor impairments,Motor impairment,C5436522,['T033'],['Finding'],40003936,disease_phenotype_positive,2
1338,motor neurons,anatomy,motor neurons,Motor Neurons,C0026609,['T025'],['Cell'],37815467,pathology_anatomy_present,2
1339,movement disorders,phenotype,movement disorders,Movement Disorders,C0026650,['T047'],['Disease or Syndrome'],34526163|35853348|36199263|36338825|38804481,disease_phenotype_positive|phenotype_phenotype,1|2
1340,movement dyscoordination,phenotype,movement dyscoordination,,,[],[],36064725,disease_phenotype_positive,2
1341,movenment disorders,,movenment disorders,,,[],[],,,
1342,mstrg.13285.1,,mstrg.13285.1,,,[],[],,,
1343,mstrg.20510.2,,mstrg.20510.2,,,[],[],,,
1344,mtor signaling,,mtor signaling,mTOR Signaling Pathway BioCarta,C1515673,['T044'],['Molecular Function'],,,
1345,mtorc1,,mtorc1,mTORC1 assembly,C4326037,['T044'],['Molecular Function'],,,
1346,multi-organ dysfunction,phenotype,multi-organ dysfunction,systemic inflammatory response syndrome (SIRS) due to infectious process with multi-organ dysfunction,C2039679,['T047'],['Disease or Syndrome'],36638187,disease_phenotype_positive,2
1347,multi-systemic manifestations,phenotype,multi-systemic manifestations,,,[],[],36719165,disease_phenotype_positive,2
1348,multiple autoantibodies,phenotype,multiple autoantibodies,Multiple autoantibodies,C1855872,['T033'],['Finding'],35360843,phenotype_phenotype,1
1349,multiple lipid species accumulate,phenotype,multiple lipid species accumulate,,,[],[],34418116,phenotype_protein,1
1350,multiple sphingolipids,phenotype,multiple sphingolipids,,,[],[],40869913,disease_phenotype_positive,2
1351,multisystem organ failure,phenotype,multisystem organ failure,Multiple Organ Failure,C0026766,['T047'],['Disease or Syndrome'],34455703,disease_phenotype_positive,2
1352,mycobacterial cell wall lipids,exposure,mycobacterial cell wall lipids,,,[],[],36085278,exposure_protein,1
1353,myelin debris,molecular_function,myelin debris,,,[],[],34851695,molfunc_protein,1
1354,myeloid cells,anatomy,myeloid cells,Myeloid Cells,C0887899,['T025'],['Cell'],34851695,anatomy_protein_present,1
1355,myeloid npc1,,myeloid npc1,,,[],[],,,
1356,myeloid npc1 deletion,,myeloid npc1 deletion,,,[],[],,,
1357,"n-(3β,5α,6β-trihydroxy-cholan-24-oyl) glycine",,"n-(3β,5α,6β-trihydroxy-cholan-24-oyl) glycine",,,[],[],,,
1358,n-acetyl l-leucine,,n-acetyl l-leucine,levacetylleucine,C4547971,"['T116', 'T121']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",,,
1359,n-acetyl-l-leucine,,n-acetyl-l-leucine,levacetylleucine,C4547971,"['T116', 'T121']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",,,
1360,n-acetyl-leucine,,n-acetyl-leucine,N-acetyl-leucine-methylamide,C1527738,['T116'],"['Amino Acid, Peptide, or Protein']",,,
1361,n-acetylcysteine,,n-acetylcysteine,acetylcysteine,C0001047,"['T116', 'T121']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance']",,,
1362,n-acyl sphingosine amidohydrolase 2,,n-acyl sphingosine amidohydrolase 2,,,[],[],,,
1363,n-alkyl iminosugars,,n-alkyl iminosugars,,,[],[],,,
1364,n-butyldeoxynojirimycin,,n-butyldeoxynojirimycin,miglustat,C1321596,"['T109', 'T121']","['Organic Chemical', 'Pharmacologic Substance']",,,
1365,n-linked glycosylation,,n-linked glycosylation,N-linked Glycosylation,C6016529,['T044'],['Molecular Function'],,,
1366,n-methyl-d-aspartate,,n-methyl-d-aspartate,N-Methyl-D-Aspartate Receptors,C0080093,"['T116', 'T192']","['Amino Acid, Peptide, or Protein', 'Receptor']",,,
1367,n-nonyldeoxynojirimycin,,n-nonyldeoxynojirimycin,N-nonyl-1-deoxynojirimycin,C0674666,"['T109', 'T121']","['Organic Chemical', 'Pharmacologic Substance']",,,
1368,n-palmitoyl-o-phosphocholine-serine,,n-palmitoyl-o-phosphocholine-serine,,,[],[],,,
1369,n-palmitoyl-o-phosphocholineserine,,n-palmitoyl-o-phosphocholineserine,,,[],[],,,
1370,nad precursos supplement,,nad precursos supplement,,,[],[],,,
1371,nanostructural disease,disease,nanostructural disease,,,[],[],34580197,disease_disease,1
1372,nanostructural ion channel clustering disease,disease,nanostructural ion channel clustering disease,,,[],[],37507375,disease_disease,2
